image,orig_size,gt_label,image_score,heatmap
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\007_regular.png,2100x1520,1,0.628687,results\fruit_jelly\007_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\007_shift_1.png,2100x1520,1,0.625855,results\fruit_jelly\007_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\007_underexposed.png,2100x1520,1,0.609816,results\fruit_jelly\007_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\008_overexposed.png,2100x1520,1,0.582044,results\fruit_jelly\008_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\008_regular.png,2100x1520,1,0.538826,results\fruit_jelly\008_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\008_shift_1.png,2100x1520,1,0.568506,results\fruit_jelly\008_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\008_underexposed.png,2100x1520,1,0.564997,results\fruit_jelly\008_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\009_overexposed.png,2100x1520,1,0.608625,results\fruit_jelly\009_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\009_regular.png,2100x1520,1,0.584745,results\fruit_jelly\009_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\009_shift_1.png,2100x1520,1,0.609478,results\fruit_jelly\009_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\009_underexposed.png,2100x1520,1,0.595280,results\fruit_jelly\009_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\010_overexposed.png,2100x1520,1,0.651448,results\fruit_jelly\010_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\010_regular.png,2100x1520,1,0.646140,results\fruit_jelly\010_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\010_shift_1.png,2100x1520,1,0.636476,results\fruit_jelly\010_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\010_underexposed.png,2100x1520,1,0.619160,results\fruit_jelly\010_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\011_overexposed.png,2100x1520,1,0.595518,results\fruit_jelly\011_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\011_regular.png,2100x1520,1,0.557427,results\fruit_jelly\011_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\011_shift_1.png,2100x1520,1,0.567147,results\fruit_jelly\011_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\011_underexposed.png,2100x1520,1,0.609611,results\fruit_jelly\011_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\012_overexposed.png,2100x1520,1,0.608191,results\fruit_jelly\012_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\012_regular.png,2100x1520,1,0.614587,results\fruit_jelly\012_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\012_shift_1.png,2100x1520,1,0.618210,results\fruit_jelly\012_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\012_underexposed.png,2100x1520,1,0.621349,results\fruit_jelly\012_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\013_overexposed.png,2100x1520,1,0.587068,results\fruit_jelly\013_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\013_regular.png,2100x1520,1,0.593296,results\fruit_jelly\013_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\013_shift_1.png,2100x1520,1,0.637443,results\fruit_jelly\013_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\013_underexposed.png,2100x1520,1,0.603353,results\fruit_jelly\013_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\014_overexposed.png,2100x1520,1,0.632186,results\fruit_jelly\014_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\014_regular.png,2100x1520,1,0.581648,results\fruit_jelly\014_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\014_shift_1.png,2100x1520,1,0.599433,results\fruit_jelly\014_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fruit_jelly\test_public\bad\014_underexposed.png,2100x1520,1,0.604280,results\fruit_jelly\014_underexposed_heatmap.png
