image,orig_size,gt_label,image_score,heatmap
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\003_shift_1.png,2448x2048,1,0.456563,results\fabric\003_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\003_shift_2.png,2448x2048,1,0.477638,results\fabric\003_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\003_shift_3.png,2448x2048,1,0.472016,results\fabric\003_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\003_underexposed.png,2448x2048,1,0.475411,results\fabric\003_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\004_overexposed.png,2448x2048,1,0.434269,results\fabric\004_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\004_regular.png,2448x2048,1,0.432593,results\fabric\004_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\004_shift_1.png,2448x2048,1,0.469124,results\fabric\004_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\004_shift_2.png,2448x2048,1,0.541246,results\fabric\004_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\004_shift_3.png,2448x2048,1,0.488367,results\fabric\004_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\004_underexposed.png,2448x2048,1,0.435069,results\fabric\004_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\005_overexposed.png,2448x2048,1,0.466048,results\fabric\005_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\005_regular.png,2448x2048,1,0.464806,results\fabric\005_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\005_shift_1.png,2448x2048,1,0.495596,results\fabric\005_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\005_shift_2.png,2448x2048,1,0.478484,results\fabric\005_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\005_shift_3.png,2448x2048,1,0.486058,results\fabric\005_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\005_underexposed.png,2448x2048,1,0.463651,results\fabric\005_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\006_overexposed.png,2448x2048,1,0.516398,results\fabric\006_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\006_regular.png,2448x2048,1,0.517483,results\fabric\006_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\006_shift_1.png,2448x2048,1,0.526642,results\fabric\006_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\006_shift_2.png,2448x2048,1,0.487779,results\fabric\006_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\006_shift_3.png,2448x2048,1,0.503692,results\fabric\006_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\006_underexposed.png,2448x2048,1,0.517479,results\fabric\006_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\007_overexposed.png,2448x2048,1,0.456800,results\fabric\007_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\007_regular.png,2448x2048,1,0.455096,results\fabric\007_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\007_shift_1.png,2448x2048,1,0.438192,results\fabric\007_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\007_shift_2.png,2448x2048,1,0.442779,results\fabric\007_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\007_shift_3.png,2448x2048,1,0.444868,results\fabric\007_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\007_underexposed.png,2448x2048,1,0.460202,results\fabric\007_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\008_overexposed.png,2448x2048,1,0.444757,results\fabric\008_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\008_regular.png,2448x2048,1,0.446933,results\fabric\008_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\008_shift_1.png,2448x2048,1,0.454936,results\fabric\008_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\008_shift_2.png,2448x2048,1,0.470633,results\fabric\008_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\008_shift_3.png,2448x2048,1,0.460938,results\fabric\008_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\008_underexposed.png,2448x2048,1,0.444955,results\fabric\008_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\009_overexposed.png,2448x2048,1,0.472832,results\fabric\009_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\009_regular.png,2448x2048,1,0.470850,results\fabric\009_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\009_shift_1.png,2448x2048,1,0.475878,results\fabric\009_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\009_shift_2.png,2448x2048,1,0.446855,results\fabric\009_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\009_shift_3.png,2448x2048,1,0.449588,results\fabric\009_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\009_underexposed.png,2448x2048,1,0.471606,results\fabric\009_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\010_overexposed.png,2448x2048,1,0.462921,results\fabric\010_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\010_regular.png,2448x2048,1,0.461363,results\fabric\010_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\010_shift_1.png,2448x2048,1,0.471004,results\fabric\010_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\010_shift_2.png,2448x2048,1,0.437360,results\fabric\010_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\010_shift_3.png,2448x2048,1,0.439191,results\fabric\010_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\010_underexposed.png,2448x2048,1,0.458789,results\fabric\010_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\011_overexposed.png,2448x2048,1,0.471473,results\fabric\011_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\011_regular.png,2448x2048,1,0.472305,results\fabric\011_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\011_shift_1.png,2448x2048,1,0.483739,results\fabric\011_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\011_shift_2.png,2448x2048,1,0.496473,results\fabric\011_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\011_shift_3.png,2448x2048,1,0.487480,results\fabric\011_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\011_underexposed.png,2448x2048,1,0.470699,results\fabric\011_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\012_overexposed.png,2448x2048,1,0.464035,results\fabric\012_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\012_regular.png,2448x2048,1,0.466016,results\fabric\012_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\012_shift_1.png,2448x2048,1,0.470572,results\fabric\012_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\012_shift_2.png,2448x2048,1,0.495611,results\fabric\012_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\012_shift_3.png,2448x2048,1,0.458204,results\fabric\012_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\012_underexposed.png,2448x2048,1,0.465098,results\fabric\012_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\013_overexposed.png,2448x2048,1,0.447102,results\fabric\013_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\013_regular.png,2448x2048,1,0.442244,results\fabric\013_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\013_shift_1.png,2448x2048,1,0.444095,results\fabric\013_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\013_shift_2.png,2448x2048,1,0.460986,results\fabric\013_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\013_shift_3.png,2448x2048,1,0.461098,results\fabric\013_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\013_underexposed.png,2448x2048,1,0.443670,results\fabric\013_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\014_overexposed.png,2448x2048,1,0.485511,results\fabric\014_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\014_regular.png,2448x2048,1,0.482246,results\fabric\014_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\014_shift_1.png,2448x2048,1,0.492700,results\fabric\014_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\014_shift_2.png,2448x2048,1,0.469703,results\fabric\014_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\014_shift_3.png,2448x2048,1,0.480466,results\fabric\014_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\fabric\test_public\bad\014_underexposed.png,2448x2048,1,0.485359,results\fabric\014_underexposed_heatmap.png
