image,orig_size,gt_label,image_score,heatmap
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\003_shift_3.png,2448x2048,1,0.493550,results\wallplugs\003_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\003_underexposed.png,2448x2048,1,0.484984,results\wallplugs\003_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\004_overexposed.png,2448x2048,1,0.517970,results\wallplugs\004_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\004_regular.png,2448x2048,1,0.521830,results\wallplugs\004_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\004_shift_1.png,2448x2048,1,0.516806,results\wallplugs\004_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\004_shift_2.png,2448x2048,1,0.507089,results\wallplugs\004_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\004_shift_3.png,2448x2048,1,0.534712,results\wallplugs\004_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\004_underexposed.png,2448x2048,1,0.519319,results\wallplugs\004_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\005_overexposed.png,2448x2048,1,0.561333,results\wallplugs\005_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\005_regular.png,2448x2048,1,0.560932,results\wallplugs\005_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\005_shift_1.png,2448x2048,1,0.523055,results\wallplugs\005_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\005_shift_2.png,2448x2048,1,0.524283,results\wallplugs\005_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\005_shift_3.png,2448x2048,1,0.536909,results\wallplugs\005_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\005_underexposed.png,2448x2048,1,0.557094,results\wallplugs\005_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\006_overexposed.png,2448x2048,1,0.477456,results\wallplugs\006_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\006_regular.png,2448x2048,1,0.484792,results\wallplugs\006_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\006_shift_1.png,2448x2048,1,0.488411,results\wallplugs\006_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\006_shift_2.png,2448x2048,1,0.470629,results\wallplugs\006_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\006_shift_3.png,2448x2048,1,0.472326,results\wallplugs\006_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\006_underexposed.png,2448x2048,1,0.492820,results\wallplugs\006_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\007_overexposed.png,2448x2048,1,0.560642,results\wallplugs\007_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\007_regular.png,2448x2048,1,0.563504,results\wallplugs\007_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\007_shift_1.png,2448x2048,1,0.505072,results\wallplugs\007_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\007_shift_2.png,2448x2048,1,0.528575,results\wallplugs\007_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\007_shift_3.png,2448x2048,1,0.540218,results\wallplugs\007_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\007_underexposed.png,2448x2048,1,0.562253,results\wallplugs\007_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\008_overexposed.png,2448x2048,1,0.528695,results\wallplugs\008_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\008_regular.png,2448x2048,1,0.530645,results\wallplugs\008_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\008_shift_1.png,2448x2048,1,0.505018,results\wallplugs\008_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\008_shift_2.png,2448x2048,1,0.539859,results\wallplugs\008_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\008_shift_3.png,2448x2048,1,0.528265,results\wallplugs\008_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\008_underexposed.png,2448x2048,1,0.522876,results\wallplugs\008_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\009_overexposed.png,2448x2048,1,0.503839,results\wallplugs\009_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\009_regular.png,2448x2048,1,0.502184,results\wallplugs\009_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\009_shift_1.png,2448x2048,1,0.502873,results\wallplugs\009_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\009_shift_2.png,2448x2048,1,0.527765,results\wallplugs\009_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\009_shift_3.png,2448x2048,1,0.495205,results\wallplugs\009_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\009_underexposed.png,2448x2048,1,0.499134,results\wallplugs\009_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\010_overexposed.png,2448x2048,1,0.511917,results\wallplugs\010_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\010_regular.png,2448x2048,1,0.515499,results\wallplugs\010_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\010_shift_1.png,2448x2048,1,0.498105,results\wallplugs\010_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\010_shift_2.png,2448x2048,1,0.500546,results\wallplugs\010_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\010_shift_3.png,2448x2048,1,0.513750,results\wallplugs\010_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\010_underexposed.png,2448x2048,1,0.515524,results\wallplugs\010_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\011_overexposed.png,2448x2048,1,0.573025,results\wallplugs\011_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\011_regular.png,2448x2048,1,0.571785,results\wallplugs\011_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\011_shift_1.png,2448x2048,1,0.579398,results\wallplugs\011_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\011_shift_2.png,2448x2048,1,0.561952,results\wallplugs\011_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\011_shift_3.png,2448x2048,1,0.569384,results\wallplugs\011_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\011_underexposed.png,2448x2048,1,0.570235,results\wallplugs\011_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\012_overexposed.png,2448x2048,1,0.467685,results\wallplugs\012_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\012_regular.png,2448x2048,1,0.466047,results\wallplugs\012_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\012_shift_1.png,2448x2048,1,0.475838,results\wallplugs\012_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\012_shift_2.png,2448x2048,1,0.458177,results\wallplugs\012_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\012_shift_3.png,2448x2048,1,0.467410,results\wallplugs\012_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\012_underexposed.png,2448x2048,1,0.465502,results\wallplugs\012_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\013_overexposed.png,2448x2048,1,0.520719,results\wallplugs\013_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\013_regular.png,2448x2048,1,0.520809,results\wallplugs\013_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\013_shift_1.png,2448x2048,1,0.506571,results\wallplugs\013_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\013_shift_2.png,2448x2048,1,0.496852,results\wallplugs\013_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\013_shift_3.png,2448x2048,1,0.491420,results\wallplugs\013_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\013_underexposed.png,2448x2048,1,0.520638,results\wallplugs\013_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\014_overexposed.png,2448x2048,1,0.498873,results\wallplugs\014_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\014_regular.png,2448x2048,1,0.497363,results\wallplugs\014_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\014_shift_1.png,2448x2048,1,0.509300,results\wallplugs\014_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\014_shift_2.png,2448x2048,1,0.532101,results\wallplugs\014_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\014_shift_3.png,2448x2048,1,0.501063,results\wallplugs\014_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\wallplugs\test_public\bad\014_underexposed.png,2448x2048,1,0.496097,results\wallplugs\014_underexposed_heatmap.png
