image,orig_size,gt_label,image_score,heatmap
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\007_underexposed.png,2448x2048,1,0.505930,results\rice\007_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\008_overexposed.png,2448x2048,1,0.471029,results\rice\008_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\008_regular.png,2448x2048,1,0.472000,results\rice\008_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\008_shift_1.png,2448x2048,1,0.489982,results\rice\008_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\008_shift_2.png,2448x2048,1,0.496181,results\rice\008_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\008_shift_3.png,2448x2048,1,0.522782,results\rice\008_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\008_underexposed.png,2448x2048,1,0.473339,results\rice\008_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\009_overexposed.png,2448x2048,1,0.547414,results\rice\009_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\009_regular.png,2448x2048,1,0.556211,results\rice\009_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\009_shift_1.png,2448x2048,1,0.521197,results\rice\009_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\009_shift_2.png,2448x2048,1,0.625712,results\rice\009_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\009_shift_3.png,2448x2048,1,0.548435,results\rice\009_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\009_underexposed.png,2448x2048,1,0.550290,results\rice\009_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\010_overexposed.png,2448x2048,1,0.494977,results\rice\010_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\010_regular.png,2448x2048,1,0.491467,results\rice\010_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\010_shift_1.png,2448x2048,1,0.503625,results\rice\010_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\010_shift_2.png,2448x2048,1,0.487930,results\rice\010_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\010_shift_3.png,2448x2048,1,0.497130,results\rice\010_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\010_underexposed.png,2448x2048,1,0.491900,results\rice\010_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\011_overexposed.png,2448x2048,1,0.549434,results\rice\011_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\011_regular.png,2448x2048,1,0.549273,results\rice\011_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\011_shift_1.png,2448x2048,1,0.489668,results\rice\011_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\011_shift_2.png,2448x2048,1,0.513028,results\rice\011_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\011_shift_3.png,2448x2048,1,0.535118,results\rice\011_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\011_underexposed.png,2448x2048,1,0.549140,results\rice\011_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\012_overexposed.png,2448x2048,1,0.495736,results\rice\012_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\012_regular.png,2448x2048,1,0.491617,results\rice\012_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\012_shift_1.png,2448x2048,1,0.512566,results\rice\012_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\012_shift_2.png,2448x2048,1,0.557640,results\rice\012_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\012_shift_3.png,2448x2048,1,0.549896,results\rice\012_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\012_underexposed.png,2448x2048,1,0.490437,results\rice\012_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\013_overexposed.png,2448x2048,1,0.549711,results\rice\013_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\013_regular.png,2448x2048,1,0.553298,results\rice\013_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\013_shift_1.png,2448x2048,1,0.557360,results\rice\013_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\013_shift_2.png,2448x2048,1,0.568216,results\rice\013_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\013_shift_3.png,2448x2048,1,0.579566,results\rice\013_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\013_underexposed.png,2448x2048,1,0.541502,results\rice\013_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\014_overexposed.png,2448x2048,1,0.531711,results\rice\014_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\014_regular.png,2448x2048,1,0.540338,results\rice\014_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\014_shift_1.png,2448x2048,1,0.550927,results\rice\014_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\014_shift_2.png,2448x2048,1,0.579190,results\rice\014_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\014_shift_3.png,2448x2048,1,0.569096,results\rice\014_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\rice\test_public\bad\014_underexposed.png,2448x2048,1,0.538293,results\rice\014_underexposed_heatmap.png
