image,orig_size,gt_label,image_score,heatmap
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\004_regular.png,4224x1056,1,0.518139,results\sheet_metal\004_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\004_shift_1.png,4224x1056,1,0.535567,results\sheet_metal\004_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\004_shift_2.png,4224x1056,1,0.522137,results\sheet_metal\004_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\004_shift_3.png,4224x1056,1,0.547798,results\sheet_metal\004_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\004_underexposed.png,4224x1056,1,0.531849,results\sheet_metal\004_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\005_overexposed.png,4224x1056,1,0.496434,results\sheet_metal\005_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\005_regular.png,4224x1056,1,0.502634,results\sheet_metal\005_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\005_shift_1.png,4224x1056,1,0.487290,results\sheet_metal\005_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\005_shift_2.png,4224x1056,1,0.494933,results\sheet_metal\005_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\005_shift_3.png,4224x1056,1,0.483108,results\sheet_metal\005_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\005_underexposed.png,4224x1056,1,0.509187,results\sheet_metal\005_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\006_overexposed.png,4224x1056,1,0.458873,results\sheet_metal\006_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\006_regular.png,4224x1056,1,0.449663,results\sheet_metal\006_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\006_shift_1.png,4224x1056,1,0.585087,results\sheet_metal\006_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\006_shift_2.png,4224x1056,1,0.601566,results\sheet_metal\006_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\006_shift_3.png,4224x1056,1,0.563300,results\sheet_metal\006_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\006_underexposed.png,4224x1056,1,0.440316,results\sheet_metal\006_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\007_overexposed.png,4224x1056,1,0.432674,results\sheet_metal\007_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\007_regular.png,4224x1056,1,0.427448,results\sheet_metal\007_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\007_shift_1.png,4224x1056,1,0.511877,results\sheet_metal\007_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\007_shift_2.png,4224x1056,1,0.519990,results\sheet_metal\007_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\007_shift_3.png,4224x1056,1,0.510879,results\sheet_metal\007_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\007_underexposed.png,4224x1056,1,0.434528,results\sheet_metal\007_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\008_overexposed.png,4224x1056,1,0.565874,results\sheet_metal\008_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\008_regular.png,4224x1056,1,0.529582,results\sheet_metal\008_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\008_shift_1.png,4224x1056,1,0.542344,results\sheet_metal\008_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\008_shift_2.png,4224x1056,1,0.538795,results\sheet_metal\008_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\008_shift_3.png,4224x1056,1,0.548439,results\sheet_metal\008_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\008_underexposed.png,4224x1056,1,0.513015,results\sheet_metal\008_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\009_overexposed.png,4224x1056,1,0.475937,results\sheet_metal\009_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\009_regular.png,4224x1056,1,0.468670,results\sheet_metal\009_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\009_shift_1.png,4224x1056,1,0.553734,results\sheet_metal\009_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\009_shift_2.png,4224x1056,1,0.550546,results\sheet_metal\009_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\009_shift_3.png,4224x1056,1,0.538659,results\sheet_metal\009_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\009_underexposed.png,4224x1056,1,0.467168,results\sheet_metal\009_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\010_overexposed.png,4224x1056,1,0.454158,results\sheet_metal\010_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\010_regular.png,4224x1056,1,0.430238,results\sheet_metal\010_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\010_shift_1.png,4224x1056,1,0.597853,results\sheet_metal\010_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\010_shift_2.png,4224x1056,1,0.597579,results\sheet_metal\010_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\010_shift_3.png,4224x1056,1,0.589578,results\sheet_metal\010_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\010_underexposed.png,4224x1056,1,0.429250,results\sheet_metal\010_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\011_overexposed.png,4224x1056,1,0.530906,results\sheet_metal\011_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\011_regular.png,4224x1056,1,0.508658,results\sheet_metal\011_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\011_shift_1.png,4224x1056,1,0.583298,results\sheet_metal\011_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\011_shift_2.png,4224x1056,1,0.576927,results\sheet_metal\011_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\011_shift_3.png,4224x1056,1,0.532501,results\sheet_metal\011_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\011_underexposed.png,4224x1056,1,0.505580,results\sheet_metal\011_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\012_overexposed.png,4224x1056,1,0.484330,results\sheet_metal\012_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\012_regular.png,4224x1056,1,0.466069,results\sheet_metal\012_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\012_shift_1.png,4224x1056,1,0.538585,results\sheet_metal\012_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\012_shift_2.png,4224x1056,1,0.536334,results\sheet_metal\012_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\012_shift_3.png,4224x1056,1,0.541036,results\sheet_metal\012_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\012_underexposed.png,4224x1056,1,0.459960,results\sheet_metal\012_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\013_overexposed.png,4224x1056,1,0.573542,results\sheet_metal\013_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\013_regular.png,4224x1056,1,0.568047,results\sheet_metal\013_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\013_shift_1.png,4224x1056,1,0.491428,results\sheet_metal\013_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\013_shift_2.png,4224x1056,1,0.490508,results\sheet_metal\013_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\013_shift_3.png,4224x1056,1,0.495286,results\sheet_metal\013_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\013_underexposed.png,4224x1056,1,0.558237,results\sheet_metal\013_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\014_overexposed.png,4224x1056,1,0.465765,results\sheet_metal\014_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\014_regular.png,4224x1056,1,0.450938,results\sheet_metal\014_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\014_shift_1.png,4224x1056,1,0.554630,results\sheet_metal\014_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\014_shift_2.png,4224x1056,1,0.563821,results\sheet_metal\014_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\014_shift_3.png,4224x1056,1,0.545639,results\sheet_metal\014_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\sheet_metal\test_public\bad\014_underexposed.png,4224x1056,1,0.457394,results\sheet_metal\014_underexposed_heatmap.png
