image,orig_size,gt_label,image_score,heatmap
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\008_shift_1.png,2232x1024,1,0.622075,results\can\008_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\008_shift_2.png,2232x1024,1,0.651706,results\can\008_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\008_shift_3.png,2232x1024,1,0.658243,results\can\008_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\008_underexposed.png,2232x1024,1,0.629009,results\can\008_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\009_overexposed.png,2232x1024,1,0.560088,results\can\009_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\009_regular.png,2232x1024,1,0.602325,results\can\009_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\009_shift_1.png,2232x1024,1,0.630058,results\can\009_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\009_shift_2.png,2232x1024,1,0.596561,results\can\009_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\009_shift_3.png,2232x1024,1,0.648920,results\can\009_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\009_underexposed.png,2232x1024,1,0.636390,results\can\009_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\010_overexposed.png,2232x1024,1,0.560711,results\can\010_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\010_regular.png,2232x1024,1,0.573654,results\can\010_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\010_shift_1.png,2232x1024,1,0.586026,results\can\010_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\010_shift_2.png,2232x1024,1,0.591778,results\can\010_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\010_shift_3.png,2232x1024,1,0.592778,results\can\010_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\010_underexposed.png,2232x1024,1,0.585226,results\can\010_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\011_overexposed.png,2232x1024,1,0.638668,results\can\011_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\011_regular.png,2232x1024,1,0.595422,results\can\011_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\011_shift_1.png,2232x1024,1,0.583741,results\can\011_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\011_shift_2.png,2232x1024,1,0.628003,results\can\011_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\011_shift_3.png,2232x1024,1,0.606622,results\can\011_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\011_underexposed.png,2232x1024,1,0.653052,results\can\011_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\012_overexposed.png,2232x1024,1,0.581148,results\can\012_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\012_regular.png,2232x1024,1,0.593214,results\can\012_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\012_shift_1.png,2232x1024,1,0.565428,results\can\012_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\012_shift_2.png,2232x1024,1,0.568145,results\can\012_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\012_shift_3.png,2232x1024,1,0.572753,results\can\012_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\012_underexposed.png,2232x1024,1,0.581172,results\can\012_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\013_overexposed.png,2232x1024,1,0.600508,results\can\013_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\013_regular.png,2232x1024,1,0.611759,results\can\013_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\013_shift_1.png,2232x1024,1,0.646933,results\can\013_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\013_shift_2.png,2232x1024,1,0.613632,results\can\013_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\013_shift_3.png,2232x1024,1,0.605396,results\can\013_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\013_underexposed.png,2232x1024,1,0.624297,results\can\013_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\014_overexposed.png,2232x1024,1,0.578324,results\can\014_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\014_regular.png,2232x1024,1,0.592001,results\can\014_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\014_shift_1.png,2232x1024,1,0.561983,results\can\014_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\014_shift_2.png,2232x1024,1,0.626321,results\can\014_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\014_shift_3.png,2232x1024,1,0.649375,results\can\014_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\can\test_public\bad\014_underexposed.png,2232x1024,1,0.622975,results\can\014_underexposed_heatmap.png
