image,orig_size,gt_label,image_score,heatmap
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\002_shift_1.png,1400x1900,1,0.416568,results\vial\002_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\002_shift_2.png,1400x1900,1,0.487541,results\vial\002_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\002_shift_3.png,1400x1900,1,0.499684,results\vial\002_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\002_shift_4.png,1400x1900,1,0.391144,results\vial\002_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\002_underexposed.png,1400x1900,1,0.395790,results\vial\002_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\003_overexposed.png,1400x1900,1,0.470483,results\vial\003_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\003_regular.png,1400x1900,1,0.449391,results\vial\003_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\003_shift_1.png,1400x1900,1,0.493991,results\vial\003_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\003_shift_2.png,1400x1900,1,0.507672,results\vial\003_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\003_shift_3.png,1400x1900,1,0.396983,results\vial\003_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\003_shift_4.png,1400x1900,1,0.506223,results\vial\003_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\003_underexposed.png,1400x1900,1,0.372249,results\vial\003_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\004_overexposed.png,1400x1900,1,0.454313,results\vial\004_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\004_regular.png,1400x1900,1,0.378761,results\vial\004_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\004_shift_1.png,1400x1900,1,0.481136,results\vial\004_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\004_shift_2.png,1400x1900,1,0.497513,results\vial\004_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\004_shift_3.png,1400x1900,1,0.373446,results\vial\004_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\004_shift_4.png,1400x1900,1,0.407373,results\vial\004_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\004_underexposed.png,1400x1900,1,0.421076,results\vial\004_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\005_overexposed.png,1400x1900,1,0.470032,results\vial\005_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\005_regular.png,1400x1900,1,0.358512,results\vial\005_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\005_shift_1.png,1400x1900,1,0.374461,results\vial\005_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\005_shift_2.png,1400x1900,1,0.473013,results\vial\005_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\005_shift_3.png,1400x1900,1,0.368731,results\vial\005_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\005_shift_4.png,1400x1900,1,0.375868,results\vial\005_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\005_underexposed.png,1400x1900,1,0.378675,results\vial\005_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\006_overexposed.png,1400x1900,1,0.497071,results\vial\006_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\006_regular.png,1400x1900,1,0.397160,results\vial\006_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\006_shift_1.png,1400x1900,1,0.400127,results\vial\006_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\006_shift_2.png,1400x1900,1,0.516101,results\vial\006_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\006_shift_3.png,1400x1900,1,0.398073,results\vial\006_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\006_shift_4.png,1400x1900,1,0.390799,results\vial\006_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\006_underexposed.png,1400x1900,1,0.385592,results\vial\006_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\007_overexposed.png,1400x1900,1,0.449027,results\vial\007_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\007_regular.png,1400x1900,1,0.366879,results\vial\007_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\007_shift_1.png,1400x1900,1,0.363769,results\vial\007_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\007_shift_2.png,1400x1900,1,0.501433,results\vial\007_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\007_shift_3.png,1400x1900,1,0.374343,results\vial\007_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\007_shift_4.png,1400x1900,1,0.389848,results\vial\007_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\007_underexposed.png,1400x1900,1,0.365144,results\vial\007_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\008_overexposed.png,1400x1900,1,0.401749,results\vial\008_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\008_regular.png,1400x1900,1,0.346269,results\vial\008_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\008_shift_1.png,1400x1900,1,0.375871,results\vial\008_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\008_shift_2.png,1400x1900,1,0.465257,results\vial\008_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\008_shift_3.png,1400x1900,1,0.354688,results\vial\008_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\008_shift_4.png,1400x1900,1,0.375084,results\vial\008_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\008_underexposed.png,1400x1900,1,0.337586,results\vial\008_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\009_overexposed.png,1400x1900,1,0.485126,results\vial\009_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\009_regular.png,1400x1900,1,0.368617,results\vial\009_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\009_shift_1.png,1400x1900,1,0.395172,results\vial\009_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\009_shift_2.png,1400x1900,1,0.505925,results\vial\009_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\009_shift_3.png,1400x1900,1,0.379374,results\vial\009_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\009_shift_4.png,1400x1900,1,0.387288,results\vial\009_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\009_underexposed.png,1400x1900,1,0.369274,results\vial\009_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\010_overexposed.png,1400x1900,1,0.431560,results\vial\010_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\010_regular.png,1400x1900,1,0.351539,results\vial\010_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\010_shift_1.png,1400x1900,1,0.383816,results\vial\010_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\010_shift_2.png,1400x1900,1,0.468129,results\vial\010_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\010_shift_3.png,1400x1900,1,0.382533,results\vial\010_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\010_shift_4.png,1400x1900,1,0.373082,results\vial\010_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\010_underexposed.png,1400x1900,1,0.360935,results\vial\010_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\011_overexposed.png,1400x1900,1,0.413838,results\vial\011_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\011_regular.png,1400x1900,1,0.379323,results\vial\011_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\011_shift_1.png,1400x1900,1,0.385544,results\vial\011_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\011_shift_2.png,1400x1900,1,0.517686,results\vial\011_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\011_shift_3.png,1400x1900,1,0.394592,results\vial\011_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\011_shift_4.png,1400x1900,1,0.394280,results\vial\011_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\011_underexposed.png,1400x1900,1,0.383919,results\vial\011_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\012_overexposed.png,1400x1900,1,0.373769,results\vial\012_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\012_regular.png,1400x1900,1,0.355723,results\vial\012_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\012_shift_1.png,1400x1900,1,0.388489,results\vial\012_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\012_shift_2.png,1400x1900,1,0.491533,results\vial\012_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\012_shift_3.png,1400x1900,1,0.354381,results\vial\012_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\012_shift_4.png,1400x1900,1,0.360131,results\vial\012_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\012_underexposed.png,1400x1900,1,0.356909,results\vial\012_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\013_overexposed.png,1400x1900,1,0.465045,results\vial\013_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\013_regular.png,1400x1900,1,0.381474,results\vial\013_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\013_shift_1.png,1400x1900,1,0.371497,results\vial\013_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\013_shift_2.png,1400x1900,1,0.526238,results\vial\013_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\013_shift_3.png,1400x1900,1,0.386425,results\vial\013_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\013_shift_4.png,1400x1900,1,0.377712,results\vial\013_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\013_underexposed.png,1400x1900,1,0.368713,results\vial\013_underexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\014_overexposed.png,1400x1900,1,0.473539,results\vial\014_overexposed_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\014_regular.png,1400x1900,1,0.384632,results\vial\014_regular_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\014_shift_1.png,1400x1900,1,0.439786,results\vial\014_shift_1_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\014_shift_2.png,1400x1900,1,0.455220,results\vial\014_shift_2_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\014_shift_3.png,1400x1900,1,0.397872,results\vial\014_shift_3_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\014_shift_4.png,1400x1900,1,0.395871,results\vial\014_shift_4_heatmap.png
C:\anomaly_detection\data\mvtec_ad_2\vial\test_public\bad\014_underexposed.png,1400x1900,1,0.378223,results\vial\014_underexposed_heatmap.png
